County,meanElev,pH,Max NDVI,Mean NDVI,mean Tmax,mean Tmin,Hargreaves PET,Precipitation,Temp_range
Kericho,1971.908546,5.581916293774356,0.59125,0.38684999999999997,28.771824000000002,17.650536,4.783972,2050.9835166666667,11.121288000000003
Kericho,1971.908546,5.581916293774356,0.59125,0.38684999999999997,28.771824000000002,17.650536,4.783972,2050.9835166666667,11.121288000000003
Kericho,1971.908546,5.581916293774356,0.59125,0.38684999999999997,28.771824000000002,17.650536,4.783972,2050.9835166666667,11.121288000000003
Kericho,1971.908546,5.581916293774356,0.59125,0.38684999999999997,28.771824000000002,17.650536,4.783972,2050.9835166666667,11.121288000000003
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kericho,1971.908546,5.581916293774356,0.59125,0.38684999999999997,28.771824000000002,17.650536,4.783972,2050.9835166666667,11.121288000000003
Siaya,1211.014926,5.936669177236241,0.5699666666666666,0.3427555555555556,25.43821538461539,21.634226923076923,2.813411538461539,2088.4157250000003,3.8039884615384665
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kericho,1971.908546,5.581916293774356,0.59125,0.38684999999999997,28.771824000000002,17.650536,4.783972,2050.9835166666667,11.121288000000003
Nandi,1917.119505,5.614627516425132,0.64575,0.41486249999999997,23.62480769230769,13.847915384615384,3.9813269230769235,1912.9077,9.776892307692307
Nandi,1917.119505,5.614627516425132,0.64575,0.41486249999999997,23.62480769230769,13.847915384615384,3.9813269230769235,1912.9077,9.776892307692307
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Nandi,1917.119505,5.614627516425132,0.64575,0.41486249999999997,23.62480769230769,13.847915384615384,3.9813269230769235,1912.9077,9.776892307692307
Kericho,1971.908546,5.581916293774356,0.59125,0.38684999999999997,28.771824000000002,17.650536,4.783972,2050.9835166666667,11.121288000000003
Nandi,1917.119505,5.614627516425132,0.64575,0.41486249999999997,23.62480769230769,13.847915384615384,3.9813269230769235,1912.9077,9.776892307692307
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Nandi,1917.119505,5.614627516425132,0.64575,0.41486249999999997,23.62480769230769,13.847915384615384,3.9813269230769235,1912.9077,9.776892307692307
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
Kilifi,147.5637627,6.479316464645482,0.43608,0.1569,32.01425,22.90373846153846,4.819084615384615,586.9660916666667,9.110511538461537
