County,meanElev,pH,Max NDVI,Mean NDVI,mean Tmax,mean Tmin,Hargreaves PET,Precipitation,Temp_range
Kilifi,147.5637627,6.479316464645482,0.44222222222222224,0.15374444444444446,31.783038461538464,22.878461538461536,4.741761538461538,586.9660916666667,8.904576923076927
Kilifi,147.5637627,6.479316464645482,0.44222222222222224,0.15374444444444446,31.783038461538464,22.878461538461536,4.741761538461538,586.9660916666667,8.904576923076927
Kericho,1971.908546,5.581916293774356,0.5912499999999999,0.38684999999999997,28.706075,17.676329166666665,4.7545874999999995,2050.9835166666667,11.029745833333333
Kericho,1971.908546,5.581916293774356,0.5912499999999999,0.38684999999999997,28.706075,17.676329166666665,4.7545874999999995,2050.9835166666667,11.029745833333333
Kericho,1971.908546,5.581916293774356,0.5912499999999999,0.38684999999999997,28.706075,17.676329166666665,4.7545874999999995,2050.9835166666667,11.029745833333333
Kericho,1971.908546,5.581916293774356,0.5912499999999999,0.38684999999999997,28.706075,17.676329166666665,4.7545874999999995,2050.9835166666667,11.029745833333333
Kericho,1971.908546,5.581916293774356,0.5912499999999999,0.38684999999999997,28.706075,17.676329166666665,4.7545874999999995,2050.9835166666667,11.029745833333333
Kericho,1971.908546,5.581916293774356,0.5912499999999999,0.38684999999999997,28.706075,17.676329166666665,4.7545874999999995,2050.9835166666667,11.029745833333333
Kericho,1971.908546,5.581916293774356,0.5912499999999999,0.38684999999999997,28.706075,17.676329166666665,4.7545874999999995,2050.9835166666667,11.029745833333333
Kericho,1971.908546,5.581916293774356,0.5912499999999999,0.38684999999999997,28.706075,17.676329166666665,4.7545874999999995,2050.9835166666667,11.029745833333333
Kericho,1971.908546,5.581916293774356,0.5912499999999999,0.38684999999999997,28.706075,17.676329166666665,4.7545874999999995,2050.9835166666667,11.029745833333333
Nandi,1917.119505,5.614627516425132,0.64575,0.41486249999999997,23.612650000000006,13.96768076923077,3.952884615384615,1912.9077,9.644969230769236
Nandi,1917.119505,5.614627516425132,0.64575,0.41486249999999997,23.612650000000006,13.96768076923077,3.952884615384615,1912.9077,9.644969230769236
