,Title,Category,Latitude,Longitude,geometry,county,subcounty,ward,centroid
1603,Stairbase Agrovet Store,Veterinary care,0.0345227,36.3618386,POINT (36.3618386 0.0345227),LAIKIPIA,Laikipia West Sub County,Igwamiti Ward,POINT (36.344894396248385 0.100131257872702)
1604,GLORY AGROVET,Veterinary care,0.0256179,37.0964533,POINT (37.0964533 0.0256179),MERU,Buuri Sub County,Timau Ward,POINT (37.1915683299666 0.0228124658367306)
1605,Makena Agrovet,Agrochemicals supplier,-0.425259,36.9544738,POINT (36.9544738 -0.425259),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
1606,Mt.Kenya Agrovet,Veterinary care,-0.0046477,36.2284727,POINT (36.2284727 -0.0046477),Nakuru,Subukia  Sub County,Subukia Ward,POINT (36.20261520886201 -0.0170915658690508)
1607,CAPITAL AGROVET,Veterinary pharmacy,-1.206288,36.9307328,POINT (36.9307328 -1.206288),Kiambu,Ruiru Sub County,Kiuu Ward,POINT (36.93352098744769 -1.2090603087425664)
1609,Jagra Agrovet,Hay supplier,-1.4182773,36.7126677,POINT (36.7126677 -1.4182773),KAJIADO,Kajiado North Sub County,Olkeri Ward,POINT (36.69052250404085 -1.3987464240048053)
1610,Online Virtual Agrovet,Agricultural service,-1.1694016,36.9703341,POINT (36.9703341 -1.1694016),Kiambu,Ruiru Sub County,Gatongora Ward,POINT (37.05306191074979 -1.198784483976087)
1612,Agrovet,Veterinary care,-1.062527,36.7211343,POINT (36.7211343 -1.062527),Kiambu,Githunguri Sub County,Githiga Ward,POINT (36.7246527829941 -1.0761889675128684)
1614,Simvet Agrovet,Veterinary pharmacy,-0.8915524,37.0418362,POINT (37.0418362 -0.8915524),Muranga,Kandara Sub County,Kagundu-ini Ward,POINT (37.0713414856153 -0.9064292637087079)
1615,FARMER'S JOY AGROVET,Veterinary care,-0.8994064,37.0550943,POINT (37.0550943 -0.8994064),Muranga,Kandara Sub County,Kagundu-ini Ward,POINT (37.0713414856153 -0.9064292637087079)
1616,Big vision agrovet,Animal feed store,-0.8710286,36.9103232,POINT (36.9103232 -0.8710286),Muranga,Gatanga Sub County,Kariara Ward,POINT (36.807785711737964 -0.8171632688787343)
1617,NJAUIMWE AGROVET KARURUMO,Agrochemicals supplier,-0.4695458,37.6548264,POINT (37.6548264 -0.4695458),EMBU,Runyenjes  Sub County,Kyeni south Ward,POINT (37.64816601451169 -0.4467456546020977)
1618,Menengai Agrovet & Veterinary Services,Animal feed store,-0.2840854,36.073468,POINT (36.073468 -0.2840854),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1619,G Eight Agrovet,Veterinary care,-0.2734971,36.3751302,POINT (36.3751302 -0.2734971),NYANDARUA,Olkalou Sub County,Karau Ward,POINT (36.33836429082202 -0.3201650790904106)
1621,Limuru Agrovet Supplies,Animal feed store,-1.110863,36.642875,POINT (36.642875 -1.110863),Kiambu,Limuru Sub County,Limuru Central Ward,POINT (36.62759741143995 -1.126816444577222)
1622,Lenana Agrovet-Kitengela,Arborist service,-1.451789,36.978099,POINT (36.978099 -1.451789),Machakos,Athi River Sub County,Athi River Ward,POINT (36.94935392531766 -1.4627544136678376)
1623,Nyeri Farmers Agrovet,Agrochemicals supplier,-0.4225406,36.9520479,POINT (36.9520479 -0.4225406),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
1625,Easter Tech Farm Inputs & Agrovet,Agrochemicals supplier,-0.3461369,35.9669932,POINT (35.9669932 -0.3461369),Nakuru,Njoro  Sub County,Njoro Ward,POINT (35.94458275060986 -0.3439991788871808)
1626,Kirwara Agro-vet,Animal feed store,-0.9294188,36.9426515,POINT (36.9426515 -0.9294188),Muranga,Gatanga Sub County,Gatanga Ward,POINT (36.92498473922396 -0.9137275310480958)
1627,Planet Agrovet,Veterinary care,-0.073161,36.3646232,POINT (36.3646232 -0.073161),NYANDARUA,Oljoroorok Sub County,Weru Ward,POINT (36.38637609009144 -0.1283267538607165)
1628,Sunset Agrovet,Agrochemicals supplier,-0.3416891,36.3722548,POINT (36.3722548 -0.3416891),NYANDARUA,Olkalou Sub County,Kaimbaga Ward,POINT (36.398816715771524 -0.3411445598616596)
1629,RIVA AGROVET,Agrochemicals supplier,-0.2882026,36.075727,POINT (36.075727 -0.2882026),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1631,Serian Agrovet Ltd,Animal feed store,-1.4302599,36.6862798,POINT (36.6862798 -1.4302599),KAJIADO,Kajiado West Sub County,Keekonyokie Ward,POINT (36.534469979822724 -1.578802086673363)
1632,Sagada Agrovet Nyeri,Agrochemicals supplier,-0.4213735,36.9511863,POINT (36.9511863 -0.4213735),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
1633,Blue Valley Agrovet,Agrochemicals supplier,0.2695558,37.5495593,POINT (37.5495593 0.2695558),MERU,Buuri Sub County,Kiirua Naari Ward,POINT (37.56428668038381 0.1625087886021226)
1634,LIVE FARM AGROVET AND SUPPLIES,Emergency veterinarian service,-1.5764299,36.9284014,POINT (36.9284014 -1.5764299),KAJIADO,Kajiado East Sub County,Kaputiei north Ward,POINT (36.875340832037544 -1.68681094845253)
1635,PRIMER - Med AGROVET,Agricultural service,-0.3621703,36.2805321,POINT (36.2805321 -0.3621703),NYANDARUA,Olkalou Sub County,Kanjuiri range Ward,POINT (36.269209977032546 -0.3006223229153499)
1636,Kahawa West Agrovet Services,Animal feed store,-1.1835391,36.9004487,POINT (36.9004487 -1.1835391),Nairobi,Roysambu  Sub County,Kahawa,POINT (36.90626171541014 -1.191511646330229)
1637,Wakulima Agro - Vet,Agricultural service,-1.2636629,36.7191095,POINT (36.7191095 -1.2636629),Nairobi,Dagoretti South Sub County,Uthiru/ruthimitu Ward,POINT (36.70731491333092 -1.2720294282701312)
1638,HUDUMA AGROVET,Veterinary care,-1.1587116,36.8396352,POINT (36.8396352 -1.1587116),Kiambu,Kiambu Town Sub County,Riabai Ward,POINT (36.83742199518029 -1.1626607271594795)
1640,Agrovet,Veterinary care,-0.9053389,37.0593233,POINT (37.0593233 -0.9053389),Muranga,Kandara Sub County,Kagundu-ini Ward,POINT (37.0713414856153 -0.9064292637087079)
1641,Gatei Agrovet Kamwangi,Agricultural service,-0.9580035,36.8988105,POINT (36.8988105 -0.9580035),Kiambu,Gatundu North Sub County,Chania Ward,POINT (36.9270365691137 -0.9602597082767522)
1643,Nyahururu Vet & Agricultural Supplies Ltd,Veterinary care,0.0381713,36.3650892,POINT (36.3650892 0.0381713),LAIKIPIA,Laikipia West Sub County,Igwamiti Ward,POINT (36.344894396248385 0.100131257872702)
1644,FARMERS AGROVET,Veterinary care,-0.7407655,36.9666305,POINT (36.9666305 -0.7407655),Muranga,Kiharu Sub County,Murarandia Ward,POINT (36.92553028818445 -0.7337863976124624)
1645,PEAK AGROVET,Veterinary care,-0.4716001,37.238819,POINT (37.238819 -0.4716001),KIRINYAGA,Kirinyaga Central Sub County,Mutira Ward,POINT (37.23379895920754 -0.4666004790311388)
1648,Professional Agrovet Isiolo,Veterinary care,0.3473847,37.5829348,POINT (37.5829348 0.3473847),ISIOLO,Isiolo Sub County,WABERA,POINT (37.592585128315456 0.3588665895337402)
1649,Tulwet Farmers Agrovet Limited,Agrochemicals supplier,-0.298346,35.2697802,POINT (35.2697802 -0.298346),KERICHO,Ainamoi Sub County,Ainamoi Ward,POINT (35.27855686799008 -0.271245516268031)
1650,K K AGROVET,Animal feed store,-0.674552,37.0779478,POINT (37.0779478 -0.674552),Muranga,Mathioya Sub County,Gitugi Ward,POINT (37.001887243864196 -0.6556973692241373)
1651,P.J Agrovet,Agricultural service,-0.2284102,36.1188677,POINT (36.1188677 -0.2284102),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1652,Ukuaji Agrovet Distributors Ltd,Animal feed store,-0.7251925,37.1615539,POINT (37.1615539 -0.7251925),Muranga,Kiharu Sub County,Township Ward,POINT (37.149273895302905 -0.7254373738276697)
1653,Farmers Agrovet & Animal Feeds,Veterinary care,-1.2343084,36.6775926,POINT (36.6775926 -1.2343084),Kiambu,Kabete Sub County,Gitaru,POINT (36.68969303833802 -1.2329204234240494)
1654,Marubi Agrovet,Agrochemicals supplier,-0.422492,36.9514353,POINT (36.9514353 -0.422492),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
1656,OL KALOU AGROVET SHOP,Veterinary care,-0.1092115,36.3373326,POINT (36.3373326 -0.1092115),NYANDARUA,Oljoroorok Sub County,Weru Ward,POINT (36.38637609009144 -0.1283267538607165)
1657,Nairobi Mega Agrovet Services Ltd,Veterinarian,-1.3271643,36.8519537,POINT (36.8519537 -1.3271643),Nairobi,Starehe  Sub County,Nairobi South Ward,POINT (36.85066239007016 -1.3196059930467552)
1658,Telestai Agrovet,Agrochemicals supplier,0.011491,37.6024515,POINT (37.6024515 0.011491),MERU,Imenti Central Sub County,Abothuguchi west Ward,POINT (37.46867648051586 -0.016807699507928)
1659,GACHOCHO FARMERS AGROVET,Veterinary care,-0.7855416,36.9881432,POINT (36.9881432 -0.7855416),Muranga,Kigumo Sub County,Kinyona Ward,POINT (36.89133431568769 -0.7598137887708599)
1660,Oasis Agrovet and Vet services,Agricultural service,-0.229261,36.2628858,POINT (36.2628858 -0.229261),NYANDARUA,Olkalou Sub County,Mirangine Ward,POINT (36.23951012827006 -0.1927386670635289)
1661,Highway Farmers Agrovet,Veterinary care,-0.3295269,36.4970252,POINT (36.4970252 -0.3295269),NYANDARUA,Kipipiri Sub County,Wanjohi Ward,POINT (36.49451996180466 -0.3120049979547221)
1662,Winners Agrovet,Veterinary care,-0.4256201,36.9548615,POINT (36.9548615 -0.4256201),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
1663,MOHSON INPUTS AGROVET,Agrochemicals supplier,-0.2877426,36.0757136,POINT (36.0757136 -0.2877426),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1664,The Orchid Agrovet,Agrochemicals supplier,0.0454398,37.657312,POINT (37.657312 0.0454398),MERU,Imenti North Sub County,Ntima east Ward,POINT (37.67184017488297 0.0351437522669506)
1666,MWANGAZA AGROVET,Veterinary care,-0.2721901,36.3756143,POINT (36.3756143 -0.2721901),NYANDARUA,Olkalou Sub County,Karau Ward,POINT (36.33836429082202 -0.3201650790904106)
1667,EQUATOR AGROVET,Veterinary care,-0.2723533,36.3746358,POINT (36.3746358 -0.2723533),NYANDARUA,Olkalou Sub County,Karau Ward,POINT (36.33836429082202 -0.3201650790904106)
1668,Agrovet & Vet. Services,Veterinary care,-0.9072042,36.9408122,POINT (36.9408122 -0.9072042),Muranga,Gatanga Sub County,Kihumbu-ini Ward,POINT (36.97510329935594 -0.9222470597245955)
1669,Jambar Agrovet Ltd,Agricultural product wholesaler,-1.2873912,36.8282582,POINT (36.8282582 -1.2873912),Nairobi,Starehe  Sub County,Nairobi Central Ward,POINT (36.824809527717356 -1.2852558043391356)
1670,Abardare Agrovet,Veterinary care,0.0357206,36.361536,POINT (36.361536 0.0357206),LAIKIPIA,Laikipia West Sub County,Igwamiti Ward,POINT (36.344894396248385 0.100131257872702)
1671,Animal Health Agrovet,Agrochemicals supplier,-0.3744021,35.9451804,POINT (35.9451804 -0.3744021),Nakuru,Njoro  Sub County,Njoro Ward,POINT (35.94458275060986 -0.3439991788871808)
1672,Kilimo Agrovet,Veterinary care,-0.2193623,36.160922,POINT (36.160922 -0.2193623),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1673,RAMASAM Agrovet,Veterinary care,-1.1521837,36.9712137,POINT (36.9712137 -1.1521837),Kiambu,Ruiru Sub County,Gatongora Ward,POINT (37.05306191074979 -1.198784483976087)
1674,OASIS AGROVET,Veterinary care,-0.2699232,36.3752981,POINT (36.3752981 -0.2699232),NYANDARUA,Olkalou Sub County,Karau Ward,POINT (36.33836429082202 -0.3201650790904106)
1675,KILIMO AGROVET,Veterinary care,-0.8910821,37.041066,POINT (37.041066 -0.8910821),Muranga,Kandara Sub County,Kagundu-ini Ward,POINT (37.0713414856153 -0.9064292637087079)
1676,MOUNT KENYA AGROVET,Veterinary care,0.1229627,37.5628437,POINT (37.5628437 0.1229627),MERU,Buuri Sub County,Kiirua Naari Ward,POINT (37.56428668038381 0.1625087886021226)
1677,Neema Agrovet,Animal feed store,-0.1314989,36.3795505,POINT (36.3795505 -0.1314989),NYANDARUA,Oljoroorok Sub County,Weru Ward,POINT (36.38637609009144 -0.1283267538607165)
1678,Farmers friend agrovet,Agrochemicals supplier,-0.4291273,37.4119368,POINT (37.4119368 -0.4291273),KIRINYAGA,Kirinyaga East Sub County,Ngariama Ward,POINT (37.39855185344731 -0.4455715810233524)
1679,Kenagro Suppliers Ltd,Agrochemicals supplier,-1.1877363,36.9986322,POINT (36.9986322 -1.1877363),Kiambu,Ruiru Sub County,Gatongora Ward,POINT (37.05306191074979 -1.198784483976087)
1680,Lanet Wega Agrovet,Agrochemicals supplier,-0.2813274,36.1620769,POINT (36.1620769 -0.2813274),Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,POINT (36.177657971248145 -0.2945098135339987)
1681,Kenya veterinary vaccines production institute (kevevapi),Contractor,-1.3220297,36.8574313,POINT (36.8574313 -1.3220297),Nairobi,Starehe  Sub County,Nairobi South Ward,POINT (36.85066239007016 -1.3196059930467552)
1682,MUGI AGROVET,Veterinary care,-0.4254198,36.9558235,POINT (36.9558235 -0.4254198),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
1683,J.N. Agrovet Centre,Veterinary care,-0.4723532,36.5086232,POINT (36.5086232 -0.4723532),NYANDARUA,Kipipiri Sub County,Githioro Ward,POINT (36.46582913326885 -0.4958527215599916)
1684,Kesa Agrovet Services,Veterinary care,0.2172197,37.5266837,POINT (37.5266837 0.2172197),MERU,Buuri Sub County,Kiirua Naari Ward,POINT (37.56428668038381 0.1625087886021226)
1685,Plansmartt Agrovet,Veterinary care,-0.4230358,36.9527718,POINT (36.9527718 -0.4230358),NYERI,Nyeri Central Sub County,Rware Ward,POINT (36.94890415351513 -0.4225772371684778)
1686,Menengai Agrovet & Veterinary Services,Animal feed store,-0.2840854,36.073468,POINT (36.073468 -0.2840854),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1687,Grebe Enterprises Agrovet,Agrochemicals supplier,-0.2861545,36.0741373,POINT (36.0741373 -0.2861545),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1688,MOHSON INPUTS AGROVET,Agrochemicals supplier,-0.2877426,36.0757136,POINT (36.0757136 -0.2877426),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1689,RIVA AGROVET,Agrochemicals supplier,-0.2882026,36.075727,POINT (36.075727 -0.2882026),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1690,NAKURU FARMERS AGROVET,Veterinary care,-0.2869536,36.0766624,POINT (36.0766624 -0.2869536),Nakuru,Nakuru West  Sub County,London Ward,POINT (36.06259719942824 -0.2707639643187559)
1691,Vintage Agrovet Veterinary And A.I,Veterinary care,-0.2696848,36.0343251,POINT (36.0343251 -0.2696848),Nakuru,Rongai  Sub County,Menengai West Ward,POINT (35.99841194394047 -0.207236225969769)
1692,Kangaro Agrovet,Agricultural service,-0.2833942,36.0735832,POINT (36.0735832 -0.2833942),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1693,Alpha Agrovet,Veterinary care,-0.2855098,36.0759861,POINT (36.0759861 -0.2855098),Nakuru,Nakuru West  Sub County,London Ward,POINT (36.06259719942824 -0.2707639643187559)
1694,Neema Farmers Solutions Agrovet,Animal feed store,-0.2595915,36.186032,POINT (36.186032 -0.2595915),Nakuru,Nakuru North  Sub County,Dundori Ward,POINT (36.20090131341018 -0.245366690452566)
1695,ISAMAR B AGROVET,Animal feed store,-0.2519484,35.9715573,POINT (35.9715573 -0.2519484),Nakuru,Rongai  Sub County,Mosop Ward,POINT (35.91301705547466 -0.2631181255364452)
1696,TOTAL AGROVET,Veterinary care,-0.2774784,36.1716979,POINT (36.1716979 -0.2774784),Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,POINT (36.177657971248145 -0.2945098135339987)
1697,Rohi Agrovet,Veterinary care,-0.2824918,36.0748824,POINT (36.0748824 -0.2824918),Nakuru,Nakuru West  Sub County,London Ward,POINT (36.06259719942824 -0.2707639643187559)
1698,MENENGAI AGROVET ENTERPRISES,General store,-0.2874816,36.0740866,POINT (36.0740866 -0.2874816),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1699,Maintown Agrovet Centre,Veterinarian,-0.3248214,36.1481084,POINT (36.1481084 -0.3248214),Nakuru,Gilgil Sub County,Mbaruk/eburu Ward,POINT (36.23308065331213 -0.5185024616000106)
1700,Farmicals Agrovet,Animal feed store,-0.2829878,36.0740994,POINT (36.0740994 -0.2829878),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1701,JOYFARM AGROVET,Veterinary care,-0.2621773,36.1356698,POINT (36.1356698 -0.2621773),Nakuru,Nakuru North  Sub County,Kiamaina Ward,POINT (36.08833504026461 -0.2313726187464565)
1702,Lanet Wega Agrovet,Agrochemicals supplier,-0.2813274,36.1620769,POINT (36.1620769 -0.2813274),Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,POINT (36.177657971248145 -0.2945098135339987)
1703,JK Agrovet,Agricultural product wholesaler,-0.3030447,36.0800818,POINT (36.0800818 -0.3030447),Nakuru,Nakuru East  Sub County,Flamingo Ward,POINT (36.07386210000332 -0.3066782293599167)
1704,Kilimo Agrovet,Veterinary care,-0.2193623,36.160922,POINT (36.160922 -0.2193623),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1705,Lanet Farm Care Enterprises,Agrochemicals supplier,-0.2742789,36.1752273,POINT (36.1752273 -0.2742789),Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,POINT (36.177657971248145 -0.2945098135339987)
1709,Agrovet Kahawa Hills,Veterinary care,-0.2860607,36.0745358,POINT (36.0745358 -0.2860607),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1710,Maralix Agrovet,Agrochemicals supplier,-0.3030991,36.0796997,POINT (36.0796997 -0.3030991),Nakuru,Nakuru East  Sub County,Flamingo Ward,POINT (36.07386210000332 -0.3066782293599167)
1711,P.J Agrovet,Agricultural service,-0.2284102,36.1188677,POINT (36.1188677 -0.2284102),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1712,Crystal Agrovet,Agrochemicals supplier,-0.2159553,36.1649423,POINT (36.1649423 -0.2159553),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1713,Royal Animal Feeds Limited,Feed manufacturer,-0.2830587,36.0634545,POINT (36.0634545 -0.2830587),Nakuru,Nakuru West  Sub County,London Ward,POINT (36.06259719942824 -0.2707639643187559)
1714,Happy Farmlink Agrovet,J239+Q7R,-0.3955207,36.0181362,POINT (36.0181362 -0.3955207),Nakuru,Njoro  Sub County,Lare Ward,POINT (36.00729306648916 -0.4184038872508983)
1715,Fables Enterprises Agrovet,Agricultural production,-0.3030409,36.0800793,POINT (36.0800793 -0.3030409),Nakuru,Nakuru East  Sub County,Flamingo Ward,POINT (36.07386210000332 -0.3066782293599167)
1716,Sunrise Agrovet,Veterinary care,-0.2164253,36.1643637,POINT (36.1643637 -0.2164253),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1717,Green Tree Agrovet,Veterinary care,-0.287205,36.0742605,POINT (36.0742605 -0.287205),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1718,KABATINI FARMERS AGROVET,Veterinary care,-0.2160332,36.1644868,POINT (36.1644868 -0.2160332),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1719,"Eldovet Services Agrovet, Animal Feeds Fertilizer",Veterinary care,-0.2870941,36.0746447,POINT (36.0746447 -0.2870941),Nakuru,Nakuru East  Sub County,Biashara Ward,POINT (36.079098368868536 -0.2911210199412062)
1720,Crefall Agrovet,Veterinary care,-0.2618407,36.1350498,POINT (36.1350498 -0.2618407),Nakuru,Nakuru North  Sub County,Kiamaina Ward,POINT (36.08833504026461 -0.2313726187464565)
1721,Agrovet Agrochemical & Animal Feeds,Veterinary care,-0.2868965,36.0541431,POINT (36.0541431 -0.2868965),Nakuru,Nakuru West  Sub County,London Ward,POINT (36.06259719942824 -0.2707639643187559)
1722,Njumwa Agrovet,Veterinary care,-0.2440683,36.1135703,POINT (36.1135703 -0.2440683),Nakuru,Nakuru North  Sub County,Kiamaina Ward,POINT (36.08833504026461 -0.2313726187464565)
1723,Destiny V-Point Agrovet,Veterinary care,-0.2616592,36.1369289,POINT (36.1369289 -0.2616592),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1724,ALPHA BROOK AGROVET,Veterinary care,-0.2280269,36.1206891,POINT (36.1206891 -0.2280269),Nakuru,Nakuru North  Sub County,Kabatini Ward,POINT (36.15826124960941 -0.2091809126208286)
1725,Beams Agrovet,Veterinary care,-0.3164964,36.060365,POINT (36.060365 -0.3164964),Nakuru,Nakuru West  Sub County,Rhoda Ward,POINT (36.06478230940897 -0.3125426122388401)
